#PRODUCTID;SKU;TITLE;QUANTITY;PURCHASE_PRICE;VENDOR;SERIAL;PURCHASE_DATE;MERCI_STATUS
6055;"PLH019522";"Plotter, Hp" size;"1";"0.00";"";"";"";"surplus" 
6056;"PLID00001";"Book, Plants Of The Pacific Northwest, Pojar" size;"1";"24.95";"";"";"";"available" 
6057;"PLID00002";"Book, Plants Of The Pacific Northwest, Pojar" size;"1";"24.95";"";"";"";"none" 
6058;"PLID00003";"Book, Plants Of The Pacific Northwest, Pojar" size;"1";"24.95";"";"";"";"available" 
6059;"PLID00004";"Book, Plants Of The Pacific Northwest, Pojar" size;"1";"24.95";"";"";"";"lost" 
6060;"PLID00005";"Book, Plants Of The Pacific Northwest, Pojar" size;"1";"0.00";"";"";"";"surplus" 
6061;"PLKTNT073";"Net, Plankton" size;"1";"0.00";"";"";"";"lost" 
6062;"PLKTNT153";"Net, Plankton" size;"1";"0.00";"";"";"";"lost" 
6063;"PLKTNT216";"Net, Plankton" size;"1";"0.00";"";"";"";"lost" 
6064;"PLL024163";"Plotter" size;"1";"0.00";"";"";"";"lost" 
6065;"PLL024937";"Plotter, Hp" size;"1";"0.00";"";"";"";"lost" 
6066;"PLM201101";"Python Lock, 5/16&quot;x6&#039;" size;"1";"0.00";"";"";"";"none" 
6067;"PLM201102";"Python Lock, 5/16&quot;x6&#039;" size;"1";"0.00";"";"";"";"none" 
6068;"PLNTCOM01";"Plant Communicator" size;"1";"0.00";"";"";"";"none" 
6069;"PLP019521";"Plotter" size;"1";"0.00";"";"";"";"surplus" 
6070;"PLS041728";"Projector, Lcd, Xg-nv5xb, Sharp" size;"1";"0.00";"";"";"";"surplus" 
6071;"PLTPRES10";"Press, Plant, 12&quot;x18&quot;" size;"1";"0.00";"";"";"";"available" 
6072;"PLTPRES11";"Press, Plant, 12&quot;x18&quot;" size;"1";"0.00";"";"";"";"surplus" 
6073;"PLTPRES12";"Press, Plant, 12&quot;x18&quot;" size;"1";"0.00";"";"";"";"none" 
6074;"PLTPRES13";"Press, Plant, 12&quot;x18&quot;" size;"1";"0.00";"";"";"";"none" 
6075;"PLTPRES14";"Press, Plant, 12&quot;x18&quot;" size;"1";"0.00";"";"";"";"none" 
6076;"PLTPRES15";"Press, Plant" size;"1";"0.00";"";"";"";"none" 
6077;"PLTPRES16";"Press, Plant" size;"1";"0.00";"";"";"";"available" 
6078;"PLTPRES17";"Press, Plant" size;"1";"0.00";"";"";"";"none" 
6079;"PLTPRES18";"Press, Plant" size;"1";"0.00";"";"";"";"none" 
6080;"PLTPRES19";"Press, Plant" size;"1";"0.00";"";"";"";"lost" 
6081;"PLTPRES20";"Press, Plant" size;"1";"0.00";"";"";"";"lost" 
6082;"PLTPRES21";"Press, Plant" size;"1";"0.00";"";"";"";"none" 
6083;"PLTPRES22";"Press, Plant" size;"1";"0.00";"";"";"";"lost" 
6084;"PLTPRES23";"Press, Plant" size;"1";"0.00";"";"";"";"available" 
6085;"PLTPRES24";"Press, Plant" size;"1";"0.00";"";"";"";"available" 
6086;"PLTPRES25";"Press, Plant" size;"1";"0.00";"";"";"";"available" 
6087;"PLTPRES26";"Press, Plant" size;"1";"0.00";"";"";"";"available" 
6088;"PLTPRESS1";"Press, Plant" size;"1";"0.00";"";"";"";"available" 
6089;"PLTPRESS2";"Press, Plant" size;"1";"0.00";"";"";"";"none" 
6090;"PLTPRESS3";"Press, Plant" size;"1";"0.00";"";"";"";"none" 
6091;"PLTPRESS4";"Press, Plant" size;"1";"0.00";"";"";"";"available" 
6092;"PLTPRESS5";"Press, Plant, 12&quot;x18&quot;" size;"1";"0.00";"";"";"";"lost" 
6093;"PLTPRESS6";"Press, Plant, 12&quot;x18&quot;" size;"1";"0.00";"";"";"";"lost" 
6094;"PLTPRESS7";"Press, Plant, 12&quot;x18&quot;" size;"1";"0.00";"";"";"";"none" 
6095;"PLTPRESS8";"Press, Plant, 12&quot;x18&quot;" size;"1";"0.00";"";"";"";"none" 
6096;"PLTPRESS9";"Press, Plant, 12&quot;x18&quot;" size;"1";"0.00";"";"";"";"none" 
6097;"PLTPRS001";"Press, Plant" size;"1";"0.00";"";"";"";"surplus" 
6098;"PMC000001";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6099;"PMC000002";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6100;"PMC000003";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6101;"PMC000004";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6102;"PMC000005";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6103;"PMC000006";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6104;"PMC000007";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6105;"PMC000008";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"lost" 
6106;"PMC000009";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6107;"PMC000010";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"lost" 
6108;"PMC000011";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"lost" 
6109;"PMC000012";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6110;"PMC000013";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6111;"PMC000014";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6112;"PMC000015";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6113;"PMC000016";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"surplus" 
6114;"PMC000017";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6115;"PMC000018";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6116;"PMC000019";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"lost" 
6117;"PMC000020";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"surplus" 
6118;"PMC000021";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6119;"PMC000022";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"lost" 
6120;"PMC000023";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"surplus" 
6121;"PMC000024";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6122;"PMC000025";"Power Supply, Powermite" size;"1";"0.00";"";"";"";"available" 
6123;"POL005755";"Polarimeter" size;"1";"0.00";"";"";"";"available" 
6124;"POL12R001";"Polarimeter" size;"1";"0.00";"";"";"";"available" 
6125;"POL12R002";"Polarimeter" size;"1";"0.00";"";"";"";"available" 
6126;"POL200801";"Polarimeter, 360, Kern" size;"1";"0.00";"";"";"";"available" 
6127;"POP022637";"Projector, Overhead" size;"1";"0.00";"";"";"";"lost" 
6128;"POP028985";"Projector, Overhead, Elki" size;"1";"0.00";"";"";"";"surplus" 
6129;"POP028986";"Projector, Overhead, Elki" size;"1";"0.00";"";"";"";"surplus" 
6130;"POPE00048";"Overhead Projector" size;"1";"0.00";"";"";"";"lost" 
6131;"POSTER001";"Poster, Epithelial Tissue" size;"1";"0.00";"";"";"";"available" 
6132;"POSTER002";"Poster, Blood" size;"1";"0.00";"";"";"";"available" 
6133;"POSTER003";"Poster, Mitosis" size;"1";"0.00";"";"";"";"none" 
6134;"POSTER004";"Poster, Connective Tissue" size;"1";"0.00";"";"";"";"available" 
6135;"POSTER005";"Poster, Meiosis" size;"1";"0.00";"";"";"";"available" 
6136;"POSTER006";"Poster, Aids Life Cycle" size;"1";"0.00";"";"";"";"lost" 
6137;"POSTER007";"Poster, Meiosis" size;"1";"0.00";"";"";"";"none" 
6138;"POSTER008";"Poster, Mitosis" size;"1";"0.00";"";"";"";"available" 
6139;"POSTEROO5";"Poster, Meiosis" size;"1";"0.00";"";"";"";"surplus" 
6140;"POW000001";"Probe, Oxygen" size;"1";"0.00";"";"";"";"lost" 
6141;"POW000002";"Probe, Oxygen" size;"1";"0.00";"";"";"";"lost" 
6142;"POWERCORD";"Powercord" size;"1000";"0.00";"";"";"";"available" 
6143;"POWERSTRP";"Powerstrip" size;"1002";"0.00";"";"";"";"none" 
6144;"PPL000001";"Planimeter, Polar" size;"1";"0.00";"";"";"";"none" 
6145;"PPL015894";"Planimeter, Polar" size;"1";"0.00";"";"";"";"none" 
6146;"PPL022293";"Planimeter, Polar" size;"1";"0.00";"";"";"";"lost" 
6147;"PPL022294";"Planimeter, Polar" size;"1";"0.00";"";"";"";"lost" 
6148;"PRCM00001";"Cruise Master Prism, Cm 40" size;"1";"0.00";"";"";"";"available" 
6149;"PRCM00002";"Cruise Master Prism, Cm 40" size;"1";"0.00";"";"";"";"available" 
6150;"PRCM00003";"Cruise Master Prism, Cm 40" size;"1";"0.00";"";"";"";"available" 
6151;"PRCM20001";"Cruise Master Prism, Cm 40" size;"1";"0.00";"";"";"";"available" 
6152;"PRCM20002";"Cruise Master Prism, Cm 40" size;"1";"0.00";"";"";"";"available" 
6153;"PRCM20003";"Cruise Master Prism, Cm 40" size;"1";"0.00";"";"";"";"available" 
6154;"PRCM20004";"Cruise Master Prism, Cm 40" size;"1";"0.00";"";"";"";"available" 
6155;"PRCM20005";"Cruise Master Prism, Cm 40" size;"1";"0.00";"";"";"";"available" 
6156;"PRD019149";"Printer" size;"1";"0.00";"";"";"";"surplus" 
6157;"PRO201001";"Overhead Projector" size;"1";"0.00";"";"";"";"lost" 
6158;"PROPANE00";"Propane" size;"1001";"0.00";"";"";"";"available" 
6159;"PRSC06191";"Press" size;"1";"0.00";"";"";"";"lost" 
6160;"PRSC17225";"Press" size;"1";"0.00";"";"";"";"available" 
6161;"PRSE08183";"Press" size;"1";"0.00";"";"";"";"lost" 
6162;"PRSL06046";"Press, Litho" size;"1";"0.00";"";"";"";"available" 
6163;"PRSL16926";"Press, Litho" size;"1";"0.00";"";"";"";"available" 
6164;"PSA201301";"Power Supply, Astron, Regulated, 20a" size;"1";"0.00";"";"";"";"available" 
6165;"PSA201302";"Power Supply, Astron, Regulated, 20a" size;"1";"0.00";"";"";"";"available" 
6166;"PSA201303";"Power Supply, Astron, Regulated, 20a" size;"1";"0.00";"";"";"";"available" 
6167;"PSA201304";"Power Supply, Astron, Regulated, 20a" size;"1";"0.00";"";"";"";"available" 
6168;"PSE019809";"Projector, Slide" size;"1";"0.00";"";"";"";"surplus" 
6169;"PSE019810";"Projector, Slide" size;"1";"0.00";"";"";"";"lost" 
6170;"PSE020043";"Projector, Slide" size;"1";"0.00";"";"";"";"lost" 
6171;"PSE022175";"Projector, Slide" size;"1";"0.00";"";"";"";"none" 
6172;"PSEA22176";"Projector, Slide" size;"1";"0.00";"";"";"";"none" 
6173;"PSFV20141";"Folsom Plankton Splitter Vivak 0.5l" size;"1";"0.00";"";"";"";"available" 
6177;"PTM018949";"Potentiometer" size;"1";"0.00";"";"";"";"surplus" 
6178;"PTM024342";"Potentiometer" size;"1";"0.00";"";"";"";"surplus" 
6179;"PUA018922";"Pump, Air" size;"1";"0.00";"";"";"";"lost" 
6180;"PUA019644";"Pump, Air" size;"1";"0.00";"";"";"";"none" 
6181;"PUAQ20101";"Aquarium Pump Single Outlet" size;"1";"0.00";"";"";"";"none" 
6182;"PUAQ20102";"Aquarium Pump Double Outlet" size;"1";"0.00";"";"";"";"none" 
6183;"PUAQ20103";"Aquarium Pump Double Outlet" size;"1";"0.00";"";"";"";"available" 
6184;"PUAQ20104";"Aquarium Pump Double Outlet" size;"1";"0.00";"";"";"";"none" 
6185;"PUAQ20111";"Aquarium Pump" size;"1";"0.00";"";"";"";"available" 
6186;"PUAQ20112";"Aquarium Pump" size;"1";"0.00";"";"";"";"available" 
6187;"PUAQ20113";"Aquarium Air Pump, 2 Outlet, 40gal" size;"1";"0.00";"";"";"";"none" 
6188;"PUAQ20114";"Aquarium Air Pump, 2 Outlet, 40gal" size;"1";"0.00";"";"";"";"none" 
6189;"PUAQ20115";"Aquarium Air Pump, 2 Outlet, 40gal" size;"1";"0.00";"";"";"";"none" 
6190;"PUAQ20116";"Aquarium Air Pump, 2 Outlet, 40gal" size;"1";"0.00";"";"";"";"none" 
6191;"PUB005345";"Pump, Peristaltic" size;"1";"0.00";"";"";"";"none" 
6192;"PUB007518";"Parastaltic Pump" size;"1";"0.00";"";"";"";"available" 
6193;"PUB019360";"Pump, Peristaltic" size;"1";"0.00";"";"";"";"lost" 
6194;"PUB019361";"Pump, Peristaltic" size;"1";"0.00";"";"";"";"none" 
6195;"PUB019362";"Peristalic Pump" size;"1";"0.00";"";"";"";"none" 
6196;"PUB019363";"Peristalic Pump" size;"1";"0.00";"";"";"";"none" 
6197;"PUDCBAIL1";"Pump, Bilge, Dc" size;"1";"0.00";"";"";"";"none" 
6198;"PUDRUM001";"Pump, Rotary Drum" size;"1";"0.00";"";"";"";"surplus" 
6199;"PUF201101";"Puf" size;"1";"0.00";"";"";"";"none" 
6200;"PUG016165";"Pump, Peristaltic" size;"1";"0.00";"";"";"";"available" 
6201;"PUG939128";"Pump, Peristaltic" size;"1";"0.00";"";"";"";"available" 
6202;"PULGAQ001";"Pump, Water, 15gph, 3-mdq-sc, Little Giant" size;"1";"0.00";"";"";"";"surplus" 
6203;"PULGAQ002";"Pump, Water, 15gph, 3-mdq-sc, Little Giant" size;"1";"0.00";"";"";"";"available" 
6204;"PULGAQ003";"Pump, Water, 15gph, 3-mdq-sc, Little Giant" size;"1";"0.00";"";"";"";"available" 
6205;"pump";"Pump" size;"1";"0.00";"";"";"";"available" 
6206;"PUMPAQG01";"Pump, Peristaltic" size;"1";"0.00";"";"";"";"lost" 
6207;"PUMPAQUA0";"Small Aquarium Air Pump" size;"1000";"0.00";"";"";"";"none" 
6208;"PUP019506";"Pump, Peristaltic" size;"1";"0.00";"";"";"";"available" 
6209;"PUS005240";"Pump, Syringe" size;"1";"0.00";"";"";"";"lost" 
6210;"PUT000001";"Pump, Peristaltic, Masterflex" size;"1";"0.00";"";"";"";"none" 
6211;"PUT019436";"Pump, Peristaltic" size;"1";"0.00";"";"";"";"none" 
6212;"PUT019437";"Pump, Peristaltic" size;"1";"0.00";"";"";"";"none" 
6213;"PUV005239";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6214;"PUVB00001";"Pump, Vacuum, Barnant" size;"1";"0.00";"";"";"";"none" 
6215;"PUVB00002";"Pump, Vacuum, Barnant" size;"1";"0.00";"";"";"";"lost" 
6216;"PUVB00003";"Pump, Vacuum, Barnant" size;"1";"0.00";"";"";"";"available" 
6217;"PUVB00004";"Pump, Vacuum, Barnant" size;"1";"0.00";"";"";"";"available" 
6218;"PUVB00005";"Pump, Vacuum, Barnant" size;"1";"0.00";"";"";"";"none" 
6219;"PUVB00006";"Pump, Vacuum, Dual Head, Barnant" size;"1";"0.00";"";"";"";"none" 
6220;"PUVG00001";"Pump, Vacuum, Gast" size;"1";"0.00";"";"";"";"lost" 
6221;"PUVG00002";"Pump, Vacuum, Gast" size;"1";"0.00";"";"";"";"available" 
6222;"PUVG00003";"Pump, Vacuum, Gast" size;"1";"0.00";"";"";"";"none" 
6223;"PUVG00004";"Pump, Vacuum, Gast" size;"1";"0.00";"";"";"";"none" 
6224;"PUVG00005";"Pump, Vacuum, Gast" size;"1";"0.00";"";"";"";"available" 
6225;"PUVW00001";"Pump, Vacuum, Welch" size;"1";"0.00";"";"";"";"none" 
6226;"PUVW00002";"Pump, Vacuum, Welch" size;"1";"0.00";"";"";"";"lost" 
6227;"PUVW00003";"Pump, Vacuum, Welch" size;"1";"0.00";"";"";"";"lost" 
6228;"PUVW00004";"Pump, Vacuum, Welch" size;"1";"0.00";"";"";"";"none" 
6229;"PUVW00005";"Vacuum Pump, Welch" size;"1";"0.00";"";"";"";"available" 
6230;"PUVW00006";"Vacuum Pump Welch" size;"1";"0.00";"";"";"";"available" 
6231;"PUW000001";"Pump, Submersible" size;"1";"0.00";"";"";"";"lost" 
6232;"PUW000002";"Pump, Water" size;"1";"0.00";"";"";"";"lost" 
6233;"PUW000003";"Pump" size;"1";"0.00";"";"";"";"lost" 
6234;"PUW000004";"Pump, Submersible, Cao" size;"1";"0.00";"";"";"";"lost" 
6236;"PVB000001";"Pump, Vacuum, Corrosion Resistant" size;"1";"0.00";"";"";"";"lost" 
6237;"PVB000002";"Pump, Vacuum, Corrosion Resistant" size;"1";"0.00";"";"";"";"none" 
6238;"PVE000001";"Pump, Vacuum, Model 1, Edwards" size;"1";"0.00";"";"";"";"lost" 
6239;"PVE000002";"Pump, Vacuum, Model 8, Edwards" size;"1";"0.00";"";"";"";"available" 
6240;"PVG000001";"Pump, New 88" size;"1";"0.00";"";"";"";"lost" 
6241;"PVG000002";"Pump, Vacuum, Doa-p104-aa, Gast" size;"1";"0.00";"";"";"";"none" 
6242;"PVG000003";"Pump, Vacuum, Doa-p104-aa, Gast" size;"1";"0.00";"";"";"";"available" 
6243;"PVG000004";"Pump, Vacuum, Doa-p104-aa, Gast" size;"1";"0.00";"";"";"";"available" 
6244;"PVG000005";"Pump, Vacuum, Doa-v191-aa, Gast" size;"1";"0.00";"";"";"";"available" 
6245;"PVG000006";"Pump, Vacuum, Gast" size;"1";"0.00";"";"";"";"lost" 
6246;"PVG000007";"Pump, Vacuum, Gast" size;"1";"0.00";"";"";"";"available" 
6247;"PVG005800";"Pump, Vacuum, Gast" size;"1";"0.00";"";"";"";"lost" 
6248;"PVG017061";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6249;"PVG017062";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6250;"PVG017063";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6251;"PVG022859";"Pump, Vacuum" size;"1";"0.00";"";"";"";"available" 
6252;"PVG022860";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6253;"PVG022861";"Pump, Vacuum, Gast" size;"1";"0.00";"";"";"";"lost" 
6254;"PVG022862";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6255;"PVG022863";"Pump, Vacuum, Gast" size;"1";"0.00";"";"";"";"lost" 
6256;"PVGE00001";"Pump, Vacuum, Precision" size;"1";"0.00";"";"";"";"lost" 
6257;"PVGE00002";"Pump, Vacuum, Dd-195, Precision" size;"1";"0.00";"";"";"";"lost" 
6258;"PVHAND001";"Pump, Vacuum, Hand" size;"1";"0.00";"";"";"";"lost" 
6259;"PVHAND002";"Pump, Vacuum, Hand" size;"1";"0.00";"";"";"";"surplus" 
6260;"PVHAND003";"Pump, Vacuum, Hand" size;"1";"0.00";"";"";"";"none" 
6261;"PVHAND004";"Pump, Vacuum, Hand" size;"1";"0.00";"";"";"";"lost" 
6262;"PVHAND005";"Pump, Vacuum, Hand, Mighty Vac" size;"1";"0.00";"";"";"";"none" 
6263;"PVHAND006";"Pump, Vacuum, Hand, Mighty Vac" size;"1";"0.00";"";"";"";"available" 
6264;"PVHAND007";"Pump, Vacuum, Hand, Mityvac" size;"1";"0.00";"";"";"";"available" 
6265;"PVHAND008";"Pump, Vacuum, Hand, Mityvac" size;"1";"0.00";"";"";"";"retired" 
6266;"PVHAND009";"Pump, Vacuum, Hand, Mityvac" size;"1";"0.00";"";"";"";"available" 
6267;"PVHAND010";"Pump, Vacuum, Hand, Mityvac" size;"1";"0.00";"";"";"";"available" 
6268;"PVHAND011";"Pump, Vacuum, Hand, 75000, Lisle" size;"1";"0.00";"";"";"";"lost" 
6269;"PVHAND012";"Pump, Vacuum, Hand, 75000, Lisle" size;"1";"0.00";"";"";"";"none" 
6270;"PVHAND013";"Pump, Vacuum, Hand, 75000, Lisle" size;"1";"0.00";"";"";"";"available" 
6271;"PVHAND014";"Pump, Vacuum, Hand, 75000, Lisle" size;"1";"0.00";"";"";"";"available" 
6272;"PVHAND015";"Hand Pump" size;"1";"0.00";"";"";"";"lost" 
6273;"PVHAND016";"Hand Pump" size;"1";"0.00";"";"";"";"none" 
6274;"PVHAND017";"Hand Pump" size;"1";"0.00";"";"";"";"none" 
6275;"PVHAND018";"Hand Pump" size;"1";"0.00";"";"";"";"none" 
6276;"PVL018909";"Pulverizer, Rock" size;"1";"0.00";"";"";"";"available" 
6277;"PVLT00001";"Pump, Vacuum, Trivac, Leybold" size;"1";"0.00";"";"";"";"available" 
6278;"PVM019441";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6279;"PVR000001";"Pump, Vacuum, 15600, Vacumaster" size;"1";"0.00";"";"";"";"lost" 
6280;"PVW000001";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6281;"PVW000002";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6282;"PVW000003";"Pump, Vacuum, Robinair" size;"1";"0.00";"";"";"";"lost" 
6283;"PVW000004";"Pump, Vacuum, Robinair" size;"1";"0.00";"";"";"";"lost" 
6284;"PVW000005";"Pump, Vacuum, Robinair" size;"1";"0.00";"";"";"";"available" 
6285;"PVW000006";"Pump, Vacuum, Robinair" size;"1";"0.00";"";"";"";"none" 
6286;"PVW000007";"Pump, Vacuum, Robinair" size;"1";"0.00";"";"";"";"available" 
6287;"PVW000008";"Pump, Vacuum, Hab25, Gast" size;"1";"0.00";"";"";"";"lost" 
6288;"PVW000009";"Pump, Vacuum, 2522b, Welch" size;"1";"0.00";"";"";"";"available" 
6289;"PVW000010";"Pump, Vacuum, 2522b, Welch" size;"1";"0.00";"";"";"";"none" 
6290;"PVW001257";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6291;"PVW005696";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6292;"PVW005697";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6293;"PVW005698";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6294;"PVW005699";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6295;"PVW005700";"Pump, Vacuum" size;"1";"0.00";"";"";"";"available" 
6296;"PVW005701";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6297;"PVW010101";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6298;"PVW010161";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6299;"PVW010547";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6300;"PVW019372";"Pump, Vacuum" size;"1";"0.00";"";"";"";"available" 
6301;"PVW019373";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6302;"PVW029104";"Pump, Vacuum" size;"1";"0.00";"";"";"";"available" 
6303;"PVX005801";"Pump, Vacuum" size;"1";"0.00";"";"";"";"available" 
6304;"PVX005802";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6305;"PVX005803";"Pump, Vacuum" size;"1";"0.00";"";"";"";"lost" 
6306;"PVX005901";"Pump, Vacuum, Gast" size;"1";"0.00";"";"";"";"available" 
6307;"PWF000001";"Pump, Utility, 1/12hp, Corrosion Resistant" size;"1";"0.00";"";"";"";"none" 
6308;"PWG017931";"Generator, Wave" size;"1";"0.00";"";"";"";"lost" 
6309;"PWG017932";"Generator, Wave" size;"1";"0.00";"";"";"";"lost" 
6310;"PYO005589";"Pyrometer, Ir" size;"1";"0.00";"";"";"";"none" 
6311;"PYP021658";"Pyrometer" size;"1";"0.00";"";"";"";"none" 
6312;"PYS020625";"Pyrometer" size;"1";"0.00";"";"";"";"available" 
6313;"PYS023377";"Pyrometer" size;"1";"0.00";"";"";"";"lost" 
6314;"QUADRAT00";"Quadrat" size;"1005";"0.00";"";"";"";"available" 
6315;"QUADRAT1M";"Quadrat1m" size;"1000";"0.00";"";"";"";"available" 
6316;"R00000043";"R" size;"1";"0.00";"";"";"";"available" 
6317;"R00000SAL";"R00000sal" size;"1";"0.00";"";"";"";"available" 
6318;"R00001055";"Lab Stores Storage" size;"1";"0.00";"";"";"";"available" 
6319;"RACKTUBE0";"Rack For Test Tubes, Microcentrifuge Tubes, Etc" size;"9999";"25.00";"";"";"";"available" 
6320;"RADIO0001";"Radio, Cb, Hand Held, Uniden" size;"1";"39.30";"";"";"";"none" 
6321;"RADIO0002";"Radio, Cb, Hand Held, Uniden" size;"1";"39.30";"";"";"";"lost" 
6322;"RADIO0003";"Radio, Cb, Hand Held, Uniden" size;"1";"39.30";"";"";"";"broken" 
6323;"RADIO0004";"Radio, Cb, Hand Held, Uniden" size;"1";"39.30";"";"";"";"lost" 
6324;"RADIO0005";"Radio, Cb, Hand Held, Uniden" size;"1";"39.30";"";"";"";"none" 
6325;"RADIO0006";"Radio, Cb, Hand Held, Uniden" size;"1";"39.30";"";"";"";"surplus" 
6326;"RADIO0007";"Radio, Cb, Hand Held, Uniden" size;"1";"39.30";"";"";"";"lost" 
6327;"RADIO0008";"Radio, Cb, Hand Held, Uniden" size;"1";"39.30";"";"";"";"none" 
6328;"RADIO0009";"Radio, Cb, Hand Held, Uniden" size;"1";"39.30";"";"";"";"lost" 
6329;"RADIO0010";"Radio, Cb, Hand Held, Uniden" size;"1";"39.30";"";"";"";"none" 
6330;"RADIO0011";"Radio, Cb, Hand Held, Uniden" size;"1";"39.30";"";"";"";"retired" 
6331;"RADIOCB01";"Radio, Cb, Hand Held" size;"1";"0.00";"";"";"";"surplus" 
6332;"RADIOCB02";"Radio, Cb, Hand Held" size;"1";"0.00";"";"";"";"surplus" 
6333;"RADIOCB03";"Radio, Cb, Hand Held" size;"1";"0.00";"";"";"";"surplus" 
6334;"RADIOCB04";"Radio, Cb, Hand Held" size;"1";"0.00";"";"";"";"surplus" 
6335;"RADIOCB05";"Radio, Cb, Hand Held" size;"1";"0.00";"";"";"";"surplus" 
6336;"RADIOCB06";"Radio, Cb, Hand Held" size;"1";"0.00";"";"";"";"surplus" 
6337;"RADIOCB07";"Radio, Cb, Hand Held" size;"1";"0.00";"";"";"";"surplus" 
6338;"RADIOCB08";"Radio, Cb, Hand Held" size;"1";"0.00";"";"";"";"surplus" 
6339;"RAMP00000";"Ramp" size;"1000";"0.00";"";"";"";"none" 
6340;"RAP000001";"Prism, Double Right Angle" size;"1";"0.00";"";"";"";"lost" 
6341;"RAP000002";"Prism, Double Right Angle" size;"1";"0.00";"";"";"";"none" 
6342;"RAP000003";"Prism, Double Right Angle" size;"1";"0.00";"";"";"";"available" 
6343;"RAP000004";"Prism, Double Right Angle" size;"1";"0.00";"";"";"";"lost" 
6344;"RAS008236";"Recorder, Sony" size;"1";"0.00";"";"";"";"lost" 
6345;"RBP028918";"Scanner, Barcode Reader, Portable" size;"1";"0.00";"";"";"";"lost" 
6346;"RBSM20131";"Song Meter Sm2+ Bioacoustics Recorder" size;"1";"0.00";"";"";"";"available" 
6347;"RBSM20132";"Song Meter Sm2+ Bioacoustics Recorder" size;"1";"0.00";"";"";"";"available" 
6348;"RBSM20133";"Song Meter Sm2+ Bioacoustics Recorder" size;"1";"0.00";"";"";"";"available" 
6349;"RBSM20134";"Song Meter Sm2+ Bioacoustics Recorder" size;"1";"0.00";"";"";"";"available" 
6350;"RBSM20145";"Song Meter Sm2+ Bioacoustics Recorder" size;"1";"0.00";"";"";"";"available" 
6351;"RCE019335";"Chart Recorder, Sr204" size;"1";"0.00";"";"";"";"surplus" 
6352;"RCE019336";"Chart Recorder, Single Pen, Sr105" size;"1";"0.00";"";"";"";"surplus" 
6353;"RCE021492";"Chart Recorder" size;"1";"0.00";"";"";"";"surplus" 
6354;"RCG007858";"Chart Recorder, Gould" size;"1";"0.00";"";"";"";"surplus" 
6355;"RCG016109";"Chart Recorder, Gould" size;"1";"0.00";"";"";"";"surplus" 
6356;"RCG016110";"Chart Recorder, Gould" size;"1";"0.00";"";"";"";"surplus" 
6357;"RCH006175";"Chart Recorder" size;"1";"0.00";"";"";"";"surplus" 
6358;"RCH008272";"Chart Recorder" size;"1";"0.00";"";"";"";"surplus" 
